,team_id,name,rating,wins,losses,last_match_time,tag,name2
7251791,7251791,Gachikasha,1016.08,1,0,1586279948,GK,_
7684596,7684596,KLPO,1016.08,2,1,1581097451,KLPO,_
838931,838931,GreyDynasty,1016.07,1,0,1400503210,GD,_
2355957,2355957,DotAdictos,1016.07,1,0,1446931520,DA,_
4591786,4591786,SFTe-sports,1016.07,1,0,1502731861,_,_
6593573,6593573,Stress Guys,1016.07,2,1,1572284696,SG,_
1291728,1291728,SupernovaZ,1016.06,1,0,1402831426,S.P.N.V,_
2893691,2893691,Indian Gamers ,1016.06,1,0,1473595378,IGians,_
6712347,6712347,HentaiOneLove,1016.05,1,0,1549714301,H1L,_
7514780,7514780,_,1016.05,2,1,1574001725,_,_
3852203,3852203,Friction,1016.04,1,0,1487401511,FRCT,_
545940,545940,Kalmyk Style,1016.03,1,0,1512509019,kSTyLe,_
2091496,2091496,Trash Returns,1016.03,2,1,1422635010,TrashRe,_
5236742,5236742,_,1016.03,1,0,1547989960,_,_
7170784,7170784,MurlocTeam,1016.03,1,0,1562323677,MT,_
7483748,7483748,Team Visible,1016.03,1,0,1572635092,_,_
2235578,2235578,Guo+nj,1016.02,1,0,1428214486,JG,_
5164085,5164085,WONG.BIYEN,1016.02,1,0,1558800116,_,_
2286293,2286293,Free Farm Bot,1016.01,4,3,1437340740,FFB,_
1760,1760,Glory Push Mid,1016.0,1,0,1433117512,gpm,_
17330,17330,Ownedby.pro Female,1016.0,1,0,1350757959,ob,_
129152,129152,Only victory!,1016.0,1,0,1391356966,OnlyV,_
142562,142562,casa de pensii,1016.0,1,0,1574594802,5GANG,_
176924,176924,Bakugan Fighters,1016.0,1,0,1566653736,BaFi,_
251580,251580,PPQ LA,1016.0,1,0,1418497799,PPQ LA,_
257130,257130,Ice Climbers,1016.0,1,0,1358454417,IC,_
259932,259932,You Know Who?,1016.0,1,0,1402134264,YKW,_
286221,286221,Stize Belja Bager,1016.0,1,0,1437156279,SBB,_
327410,327410,naseon,1016.0,1,0,1386509685,naseon,_
331354,331354,Reality.Galz,1016.0,1,0,1427621623,RLT,_
355189,355189,Neolution E-Sport Indonesia,1016.0,1,0,1363429343,Neo.INA,_
357267,357267,Los Ociipitales,1016.0,1,0,1446853997,T.Occip.,_
360359,360359,Ice and fire,1016.0,1,0,1400063267,IAF,_
373662,373662,The sundelinboi killerz,1016.0,1,0,1399142354,TSK,_
379615,379615,LSD Mad Hatter,1016.0,1,0,1391285454,LSD.M'H,_
414980,414980,KLEVA^GAMING,1016.0,1,0,1407841832,kleva,_
419203,419203,Arts 0f War,1016.0,1,0,1391288511,A0W,_
448404,448404,Da Sogni,1016.0,1,0,1447000219,dS,_
454197,454197,High|Five,1016.0,1,0,1458994264,H5,_
455380,455380,dvadvadva,1016.0,1,0,1363515352,DVA,_
505625,505625,SNY & YASHA,1016.0,1,0,1386429152,RAVEPLUE,_
511915,511915,Piratas Da Noite,1016.0,1,0,1411686847,pdN,_
515618,515618,Aprils fool's day,1016.0,1,0,1365080459,AFD,_
518160,518160,Hannah Trigwell <3,1016.0,1,0,1392046856,HT <3,_
556857,556857,MSX3_CANABIS,1016.0,1,0,1439601610,MSX3C,_
559816,559816,TECLA+4,1016.0,1,0,1399080174,T+4,_
575262,575262,sugar. we're going down,1016.0,1,0,1402402347,SWGD,_
586830,586830,Rhythm Miraculous,1016.0,1,0,1403183396,RM,_
616872,616872,DiNaXtY_pRo,1016.0,1,0,1490750032,DiNaXtY,_
681070,681070,Get Comfy; Discuss Fruit,1016.0,1,0,1418507189,COMFY,_
686240,686240,RoS.KIS,1016.0,1,0,1397060706,ros.KIS,_
700576,700576,Because We Love 2D Girl's,1016.0,1,0,1577289574,2D,_
738571,738571,Team Corleone,1016.0,1,0,1430227630,TC,_
747234,747234,GD.zj,1016.0,1,0,1403186569,GD.zj,_
767578,767578,YOLOSWAG#2013,1016.0,1,0,1386226923,SWAG2013,_
778455,778455,Hick Village,1016.0,1,0,1517029963,HV,_
822969,822969,ImBa Gaming~,1016.0,1,0,1446999658,IMBA,_
830455,830455,OLA K ACE,1016.0,1,0,1423869828,OKA.,_
843561,843561,choke slam,1016.0,1,0,1408882496,cs,_
854866,854866,GhettoBoyZ,1016.0,1,0,1390063485,GB,_
882840,882840,Team Old Boys,1016.0,1,0,1400686062,TOB,_
894198,894198,[just4fun],1016.0,1,0,1399156242,MASTERS,_
918237,918237,Retards unchain'd,1016.0,1,0,1378656125,Ru,_
933299,933299,Red Bullz,1016.0,1,0,1381621676,RB,_
934980,934980,PRO CAPTAIN EASY GAME,1016.0,1,0,1467514817,PCEG,_
946569,946569,No time for Wait. F9.,1016.0,1,0,1379357295,NtW8,_
960674,960674,Stay Frostie,1016.0,1,0,1402511164,Frst,_
969810,969810,Chlapci Usati,1016.0,1,0,1416155691,cHuT,_
976883,976883,ExeCuTion.IND,1016.0,1,0,1466090204,.eXe,_
989298,989298,DaHuangMa,1016.0,1,0,1403782586,D.H.M,_
1001763,1001763,Nova,1016.0,1,0,1479625282,Nova,_
1004385,1004385,WHUT_A714,1016.0,1,0,1400067034,A714,_
1019296,1019296,a Voice in teh Dark,1016.0,1,0,1409251911,aVoiD,_
1025875,1025875,Team Unite Dota2,1016.0,1,0,1418817846,Unite,_
1040363,1040363,PUHLY_GAMING,1016.0,1,0,1407932190,P_G,_
1083999,1083999,_ZOLOTO_KARPAT_,1016.0,1,0,1423499644,_Z_K_,_
1085381,1085381,Minibus drivers,1016.0,1,0,1385043405,MD,_
1089763,1089763,NeverGaming,1016.0,1,0,1443299290,NEVER,_
1131583,1131583,RANGE CREEP DENIED,1016.0,1,0,1386226479,ThF,_
1171846,1171846,The One|,1016.0,1,0,1408713388,=T.O],_
1174294,1174294,PudgeBristleback Burocratico,1016.0,1,0,1402889391,PBBur,_
1175711,1175711,[TTW] Time To Win,1016.0,1,0,1462617119,TTW,_
1180101,1180101,MemeT+4,1016.0,1,0,1425947524,MemeT+4,_
1182760,1182760,DAMEQUETEDOY,1016.0,1,0,1480799060,DQTD,_
1239444,1239444,Chimuelos 2.0,1016.0,1,0,1399170070,CAA,_
1260717,1260717,IMMA RAPE EUU,1016.0,1,0,1413382338,*IRE*,_
1272762,1272762,Besito Avenger,1016.0,1,0,1479595708,B.A,_
1287842,1287842,DIVANess,1016.0,1,0,1412325469,D.N,_
1298032,1298032,Decoros Forma ID,1016.0,1,0,1466334676,Deform,_
1304630,1304630,Survival.Team,1016.0,2,1,1403401563,sT-,_
1308940,1308940,Eternal Legacy,1016.0,1,0,1396114202,Lgc,_
1318635,1318635,Fiji,1016.0,1,0,1393383759,Fiji,_
1333210,1333210,PetioZnaeNaiDobre,1016.0,1,0,1445271185,Petakaaa,_
1337573,1337573,babebuhi,1016.0,1,0,1396168649,brbh,_
1357792,1357792,Natus Vinecer 1,1016.0,1,0,1549372531,Na`Vi,_
1374717,1374717,KIRINO THE IMOUTO KAWAII,1016.0,1,0,1399340477,DTS,_
1379266,1379266,ThePrime,1016.0,1,0,1403611819,ThePrime,_
1400459,1400459,SMAIKUM,1016.0,1,0,1478685906,SMAIKUM,_
1416490,1416490,Myself + 4 feeders,1016.0,1,0,1402876088,M+4,_
1427622,1427622,kristenstewart,1016.0,1,0,1495912407,KRSTEW,_
1429050,1429050,SPIN Gamers,1016.0,1,0,1543053774,SG,_
1433679,1433679,NSMATRIXNS,1016.0,1,0,1410280316,NMN,_
1447341,1447341,MengXiangWangLuo,1016.0,1,0,1396873863,Mx,_
1465482,1465482,Wargods <3,1016.0,1,0,1402148483,WG,_
1476559,1476559,Ositos Polares,1016.0,1,0,1443309953,OS.Psco,_
1501488,1501488,Victory.Light,1016.0,1,0,1400756693,VL,_
1504845,1504845,PANDAS LOVE GRAPEFRUIT,1016.0,1,0,1415805018,PLG,_
1512519,1512519,-FUN-,1016.0,1,0,1402063904,FUN,_
1516073,1516073,TheBestInTheWorld,1016.0,1,0,1554571560,TBW,_
1540033,1540033,Team Sun Strike,1016.0,1,0,1494698705,SS,_
1558739,1558739,Moe Sen,1016.0,1,0,1399893290,Moe,_
1564459,1564459,Rebellion E-Sports,1016.0,1,0,1453810773,REBEL,_
1594806,1594806,DaiNCF,1016.0,1,0,1400752142,DaiNCF,_
1598687,1598687,Raptor Gaming.id,1016.0,1,0,1424519713,RG,_
1601454,1601454,Semi Devil Joker,1016.0,1,0,1402143308,SD`J,_
1615656,1615656,Unnnnnamed,1016.0,1,0,1401120009,Un,_
1671257,1671257,PiMi,1016.0,1,0,1403092925,P.M,_
1676621,1676621,awesome8.,1016.0,1,0,1402765935,A8,_
1677634,1677634,ChistemasNet,1016.0,1,0,1402711708,Chistems,_
1680017,1680017,SandBlut,1016.0,1,0,1403369452,SB,_
1727267,1727267,Frostic,1016.0,1,0,1471011334,SEA[G],_
1740622,1740622,Genius.team,1016.0,1,0,1566657359,GT,_
1762949,1762949,Communist Catgirls,1016.0,1,0,1407105326,CCG,_
1770015,1770015,Choose the victory,1016.0,1,0,1408709207,Victory,_
1770259,1770259,PogChamp,1016.0,1,0,1462638550,PogChamp,_
1771493,1771493,3inOne,1016.0,1,0,1540649243,3in1,_
1772504,1772504,TSB+4,1016.0,1,0,1462607035,TSB+4,_
1792800,1792800,TheHopeDream,1016.0,1,0,1408705779,THD,_
1796706,1796706,P@st Gaming,1016.0,1,0,1554639753,P@st,_
1811042,1811042,Shaman+4,1016.0,1,0,1407928521,sh4,_
1865425,1865425,JunioR-GaminGs,1016.0,1,0,1410530606,JunioR,_
1874950,1874950,FuckingRazor,1016.0,1,0,1426370007,FckRazor,_
1881821,1881821,Loco Bareng,1016.0,1,0,1446028666,LOB@,_
1889281,1889281,CSUs,1016.0,1,0,1427720037,CSUs,_
1902735,1902735,Not Gud Enough,1016.0,1,0,1433218305,NGE,_
1908961,1908961,Team A to Z.international,1016.0,1,0,1452030087,A-Z.int,_
1922553,1922553,_,1016.0,1,0,1418502424,_,_
1926560,1926560,Ouster.161,1016.0,1,0,1418641222,Ouster,_
1942710,1942710,Nunchuck Spiders,1016.0,1,0,1428342617,NunS,_
1947240,1947240,CrossoverKill,1016.0,1,0,1433613740,C[K],_
1947404,1947404,UCLA Bruins,1016.0,1,0,1541988428,UCLA,_
1955637,1955637,staki dlya SFa,1016.0,1,0,1431167250,SDS,_
1957837,1957837,"Fuck it, we lost",1016.0,1,0,1423353850,fuck,_
1972794,1972794,ForajidoZ,1016.0,1,0,1443305370,Foraja,_
1983867,1983867,Heng Heng Pain Train,1016.0,2,1,1419570571,HHPT,_
1992821,1992821,anime123,1016.0,1,0,1569154250,Fox,_
2004919,2004919,Allergic To Ancients,1016.0,1,0,1424037900,ata,_
2015849,2015849,Midnight Panther,1016.0,1,0,1458991511,Panther,_
2020843,2020843,Section 79,1016.0,1,0,1417039179,#80fish,_
2044330,2044330,_,1016.0,1,0,1444784656,_,_
2052794,2052794,_,1016.0,1,0,1424582954,_,_
2054580,2054580,hangdianoldman,1016.0,1,0,1418907888,HDU.OM,_
2054916,2054916,MANTAN+25,1016.0,1,0,1446917835,MANTAN+25,_
2057764,2057764,United Tactical Assassin,1016.0,1,0,1422630661,UTA,_
2070145,2070145,Exe.Gaming.Pe,1016.0,1,0,1419384130,Exe.,_
2073473,2073473,FOO.GAMING,1016.0,1,0,1419587589,FG,_
2093536,2093536,Lyxz,1016.0,1,0,1427803895,Lyxz,_
2095611,2095611,7Slave,1016.0,1,0,1447258102,7Slave,_
2097190,2097190,TongFu.NA,1016.0,1,0,1423624016,NSY,_
2106785,2106785,PsychoID,1016.0,1,0,1450703071,Psycho,_
2114850,2114850,Eye Of DooM^^,1016.0,1,0,1465913868,ED,_
2125430,2125430,Style Dragon,1016.0,1,0,1496612749,S-Dragon,_
2150135,2150135,Combos Nich's,1016.0,2,1,1424692769,CNs,_
2160891,2160891,DarkFusion,1016.0,1,0,1431736910,Dark,_
2168557,2168557,Clan OwNT,1016.0,1,0,1423537971,OwNT,_
2196406,2196406,Snow Flake,1016.0,1,0,1457805058,SwF,_
2201816,2201816,Adolescent Chevalier,1016.0,1,0,1554297242,AC,_
2204516,2204516,"Whos""Next",1016.0,1,0,1462642727,WhosNext,_
2234128,2234128,Farm then feed,1016.0,1,0,1427715951,FTF,_
2237020,2237020,Team Ghost,1016.0,1,0,1462649488,TG,_
2252705,2252705,Valkyrie-,1016.0,1,0,1490183962,VaL,_
2263934,2263934,Anak Ondel Ondel,1016.0,1,0,1469292219,AON2,_
2267969,2267969,Newbeeyy,1016.0,1,0,1427809214,newbeeyy,_
2273732,2273732,Divine eSports,1016.0,1,0,1430070947,KORBEN,_
2285754,2285754,MixDCP,1016.0,1,0,1573316260,MixDCP,_
2300852,2300852,The Sumait 3,1016.0,1,0,1429417374,TS3,_
2313776,2313776,Scoety Brother,1016.0,1,0,1430016420,SB,_
2319351,2319351,Invotus Gaming,1016.0,1,0,1432485559,Invotus,_
2323376,2323376,The Business gaming.com,1016.0,1,0,1462647671,TBG,_
2329127,2329127,The Bathtub Club,1016.0,1,0,1462640213,[BTC],_
2357575,2357575,POKEMON HUNTER,1016.0,1,0,1545052294,V[I]C,_
2362019,2362019,SUWUNG Co.,1016.0,1,0,1586110047,SUWUNG,_
2379064,2379064,The Beater`s,1016.0,1,0,1442445382,[TB],_
2379657,2379657,KelvinSaveTheQueen,1016.0,1,0,1434121474,KeQ,_
2396417,2396417,7SON,1016.0,1,0,1542387818,Seventh,_
2418159,2418159,B O Y Z,1016.0,1,0,1435424503,Boys,_
2425230,2425230,dancing Ponies,1016.0,1,0,1522343865,dP,_
2450885,2450885,Best Teacher,1016.0,1,0,1448020879,BT,_
2451068,2451068,Ghost The Dark,1016.0,1,0,1447065132,G.T.D,_
2454298,2454298,Blizzard Insidious of Norrath,1016.0,1,0,1566566628,BION,_
2474423,2474423,Arcane Holder,1016.0,1,0,1455968048,AH,_
2486985,2486985,The Weeee Weeee Tootie,1016.0,1,0,1462617093,WW2,_
2487185,2487185,Team Re-Born,1016.0,1,0,1467720530,T-Re-B,_
2504474,2504474,VLAJNAYA MOL,1016.0,1,0,1549194581,VLAMO,_
2510436,2510436,GANDA CAMPOERAN,1016.0,1,0,1559238867,GANCAM,_
2544851,2544851,WildLife.Gaming,1016.0,1,0,1445945188,WLG,_
2548387,2548387,Inverse reburn,1016.0,1,0,1445120171,Ivs,_
2557305,2557305,Wadepley Rekt,1016.0,1,0,1447941351,WR,_
2559209,2559209,@Phoenix,1016.0,1,0,1458124248,@Phoenix,_
2564070,2564070,PapiroDontFeedPlss,1016.0,1,0,1535593412,PLC,_
2578169,2578169,INSIDE FREEDOM,1016.0,1,0,1586011085,IFREE,_
2579982,2579982,no Limitless,1016.0,1,0,1445946709,nL's,_
2584846,2584846,DestructorGaming,1016.0,1,0,1540560892,DG,_
2585490,2585490,Comic[X],1016.0,1,0,1447937842,Cx,_
2594731,2594731,Black Knight Patrol,1016.0,1,0,1457802438,BKP,_
2596255,2596255,A'puchines.[Gods],1016.0,1,0,1447520658,A'puchi.,_
2598034,2598034,Kraken E-Sport,1016.0,2,1,1487487888,Kraken,_
2602265,2602265,SevenGaming,1016.0,1,0,1472304987,_,_
2608770,2608770,Team Crott,1016.0,1,0,1448539140,Crott,_
2609022,2609022,NUMPANG LEWAT,1016.0,1,0,1447854227,NL,_
2613224,2613224,10-A,1016.0,1,0,1575208420,10-A,_
2620931,2620931,TM FORCE,1016.0,1,0,1498931344,FORCE,_
2623393,2623393,DEBBY,1016.0,1,0,1448543280,DLX,_
2623696,2623696,LATE NITE COLLECTION,1016.0,1,0,1543320855,LNC,_
2627368,2627368,ANTI-VIRUS,1016.0,1,0,1494706526,<Copi.Net>,_
2643474,2643474,DuubStep Gaming,1016.0,1,0,1450960685,DG,_
2651866,2651866,Seribu Sungai,1016.0,1,0,1472213261,Srs,_
2651916,2651916,_,1016.0,1,0,1456158339,Hfz,_
2664287,2664287,CRY-ON,1016.0,1,0,1450879526,Cry-On,_
2665658,2665658,Buang Uang,1016.0,1,0,1450959934,B U,_
2666277,2666277,MUSUQ AQU,1016.0,1,0,1451436733,AQU,_
2684022,2684022,WildLife.Gaming>,1016.0,1,0,1455890278,W.L.G,_
2686160,2686160,Time Limit Draft,1016.0,1,0,1456067270,TLD,_
2706472,2706472,Anima.AG,1016.0,1,0,1462615588,AG,_
2713228,2713228,KANAYA GAMING,1016.0,1,0,1453810382,KANAYA,_
2721386,2721386,DotaVizardZZ,1016.0,1,0,1468065873,DVZ~,_
2728023,2728023,No Animated Japanese Cartoons,1016.0,1,0,1462616171,Nam8,_
2730514,2730514,Black Jack,1016.0,1,0,1471106999,BJ,_
2739253,2739253,Notorious Thugs,1016.0,1,0,1494699122,N-Thugs,_
2750763,2750763,OyunHizmetleri,1016.0,1,0,1462623148,OH,_
2764791,2764791,CurayLovers,1016.0,1,0,1461528816,CurayL,_
2766988,2766988,_,1016.0,1,0,1457803682,NPB,_
2767219,2767219,(E)balance,1016.0,1,0,1458990270,13,_
2771118,2771118,Daisy Merollin,1016.0,1,0,1463140792,DM,_
2779586,2779586,Indonesia Hell Scream,1016.0,1,0,1540129568,IHS,_
2780647,2780647,sinno,1016.0,1,0,1548162049,sinno,_
2787576,2787576,FeelsBadMans,1016.0,1,0,1458965860,FBM,_
2790378,2790378,Yohau_Team,1016.0,1,0,1458990252,Yohau,_
2795329,2795329,DeadManChest,1016.0,1,0,1515469011,LegenD,_
2797460,2797460,Killer Instinct X,1016.0,1,0,1470495390,KI,_
2800043,2800043,Team SeeD^,1016.0,1,0,1462606447,SeeD^,_
2802762,2802762,Bulba.,1016.0,1,0,1462615528,Bulba.,_
2806597,2806597,Invincible Gaming Team,1016.0,1,0,1538583996,Liquid,_
2808768,2808768,Salty people,1016.0,1,0,1460229350,SALT,_
2808820,2808820,Classic,1016.0,1,0,1469794358,Classic,_
2809134,2809134,ELEVENDOTA,1016.0,1,0,1462625077,Eleven,_
2815482,2815482,Team ~MSR~,1016.0,1,0,1462641451,~MSR~,_
2816039,2816039,MobSquad,1016.0,1,0,1468064287,MSQ,_
2822651,2822651,Devil May Cry._.,1016.0,1,0,1462619796,DMC,_
2830221,2830221,Generation_of_Miracles-,1016.0,1,0,1483629074,GM,_
2838766,2838766,huanggang lkd,1016.0,1,0,1462878686,LKD,_
2840440,2840440,Death Hammer,1016.0,1,0,1462615949,dH,_
2847125,2847125,Numot FanGAYS,1016.0,1,0,1467511205,NFG,_
2851119,2851119,Cometz Suicide Squad Attack,1016.0,1,0,1558349172,CMTZ,_
2852179,2852179,Squadron Virtual.Hot6,1016.0,1,0,1538410550,SV,_
2855847,2855847,EbemPoMacro,1016.0,1,0,1560975828,EPM,_
2858848,2858848,BILLING OBELIX,1016.0,1,0,1472309839,OB,_
2870739,2870739,Cum Back is R3al,1016.0,3,2,1468680300,CBiR,_
2872878,2872878,Genius.ID,1016.0,1,0,1481379931,OutPlayed,_
2883794,2883794,Phoenyx,1016.0,1,0,1471113539,Phoenyx,_
2884359,2884359,iNViCTuSoG,1016.0,1,0,1481442259,iOG,_
2888612,2888612,DotaVizardZ,1016.0,1,0,1467809505,DVZ,_
2895823,2895823,Seng Penting Yakin,1016.0,1,0,1467373051,_,_
2899426,2899426,BOD,1016.0,1,0,1466339569,BOD.,_
2907229,2907229,Team Ascension,1016.0,1,0,1468063147,Asc,_
2915964,2915964,Generation Of Miracles-,1016.0,1,0,1498739908,GoM-,_
2918743,2918743,Authentic,1016.0,1,0,1541857681,Authentic,_
2923671,2923671,Knights Of Illumination,1016.0,1,0,1471095842,KoI,_
2926884,2926884,Anime,1016.0,1,0,1468067430,anime,_
2938636,2938636,TKD.Young,1016.0,1,0,1473425136,Young,_
2965367,2965367,Japrak Gunung,1016.0,1,0,1549631906,Jomblo,_
3019048,3019048,Hans Singalong,1016.0,1,0,1485179834,HPG.S,_
3090581,3090581,Dinosaurchestra,1016.0,1,0,1494698531,DINO,_
3154844,3154844,Tron.Net,1016.0,1,0,1472222153,TRON.Net,_
3208261,3208261,fafafa,1016.0,1,0,1499537876,fafa,_
3212662,3212662,Deity,1016.0,1,0,1494704569,Deity,_
3214118,3214118,Cyber Gaming,1016.0,1,0,1472580867,CG,_
3215121,3215121,Cyber Gaming,1016.0,1,0,1472583449,CG,_
3265083,3265083,Coeg Gaming,1016.0,1,0,1472219570,CG,_
3266276,3266276,Too EzZ,1016.0,1,0,1475847325,!TE!.,_
3316534,3316534,Slithereen ,1016.0,1,0,1473770658,SGE,_
3317478,3317478,WakuWaku Splash!,1016.0,1,0,1583030219,WakuWaku,_
3327180,3327180,Never Thought,1016.0,1,0,1480853133,NT,_
3340589,3340589,_,1016.0,1,0,1475845458,_,_
3350993,3350993,S.Team,1016.0,1,0,1475331217,_,_
3353368,3353368,FANTASTIC5,1016.0,1,0,1475510825,_,_
3366879,3366879,_,1016.0,1,0,1480769129,_,_
3410005,3410005,One  For  All,1016.0,1,0,1478606487,OFA,_
3410201,3410201,HOHOHAHA,1016.0,1,0,1562501179,HOHOHAHA,_
3410388,3410388,Nightmare Gaming,1016.0,1,0,1478341279,NG,_
3413056,3413056,RattleSnaKe,1016.0,1,0,1489256119,SNK,_
3444087,3444087,Perfect Gamer Reborn,1016.0,1,0,1481379425,PG Reborn,_
3471382,3471382,8FINITY,1016.0,1,0,1479628046,8,_
3481525,3481525,PLAY5 DOTA 2 ,1016.0,1,0,1538239041,PL5,_
3546350,3546350,VC-Gaming,1016.0,1,0,1486213558,VC,_
3546532,3546532,DNLTEAM,1016.0,1,0,1483455973,antimage,_
3557556,3557556,BUAT IVANA BANGGA,1016.0,1,0,1479557704,BOBOHO,_
3562785,3562785,MOL,1016.0,1,0,1479637616,MOL,_
3621413,3621413,TEAMFOUNTAIN,1016.0,1,0,1481373648,TF,_
3627324,3627324,FRATERNITY,1016.0,1,0,1481719467,Fraternity,_
3650939,3650939,LCA E-SPORT,1016.0,1,0,1488930188,LCA ,_
3658595,3658595,Sigma Win,1016.0,1,0,1484744871,∑W,_
3707778,3707778,PUÑAL GAMING,1016.0,1,0,1498935061,P.G,_
3711554,3711554,ARDH.GRUMMA,1016.0,1,0,1490097653,ARDH.G,_
3721492,3721492,Tanya Degurechaff Gaming,1016.0,1,0,1545048890,_,_
3738036,3738036,GAIRAH JANDA MUDA,1016.0,1,0,1560718478,GJM,_
3749203,3749203,Friend and Love,1016.0,1,0,1543671204,F.A.L,_
3749933,3749933,Name in Progress,1016.0,1,0,1486318159,NIP,_
3750621,3750621,Mysterious One Eye,1016.0,1,0,1541602727,MOE,_
3751025,3751025,feralpina,1016.0,1,0,1484920990,FPN,_
3754283,3754283,1F_ZONET,1016.0,1,0,1490100639,OneFINGER,_
3780550,3780550,7 GAMING,1016.0,1,0,1489494655,7G,_
3781582,3781582,INVISIUM,1016.0,1,0,1486124081,InV,_
3783713,3783713,GIANDK LOVERS,1016.0,1,0,1486255318,GDKL,_
3786314,3786314,Vultura Gaming,1016.0,1,0,1488099235,Vultura,_
3792399,3792399,Batara Gaming,1016.0,1,0,1486279301,_,_
3812825,3812825,Nova E-Sport,1016.0,1,0,1488093643,Nova,_
3816439,3816439,Naughty On Old Boys (NOOB),1016.0,1,0,1488101432,NOOB,_
3842486,3842486,Generation Of Miracles,1016.0,1,0,1494703226,GOM,_
3855496,3855496,FRICTION E-Sport,1016.0,1,0,1487938045,FRCT,_
3884270,3884270,XGATE.5inZiken,1016.0,1,0,1488099777,XG.5inZ,_
3922921,3922921,Smato4ok Sala,1016.0,1,0,1554559106,_,_
3929886,3929886,TheDaunPisang,1016.0,1,0,1558283882,TDP,_
3962292,3962292,LanCenter NicolNet,1016.0,1,0,1494703709,NicolNet,_
3965854,3965854,SeasonGrizzly,1016.0,1,0,1494699885,SGrizz,_
3966846,3966846,School Gaming,1016.0,1,0,1489076687,SCGG,_
3981833,3981833,chuno peruano,1016.0,1,0,1494699299,CP,_
4004520,4004520,TOXiC GAMING,1016.0,1,0,1538746368,TOXiC,_
4182852,4182852,madKINGS,1016.0,1,0,1491270534,mK,_
4188697,4188697,Prototype eSport,1016.0,1,0,1491739154,ProtoType,_
4277945,4277945,XcutionEsport,1016.0,1,0,1494698640,XcutionG,_
4282183,4282183,Dream Hackers,1016.0,1,0,1494698987,DHack,_
4286639,4286639,Falcon Team,1016.0,1,0,1494698701,FT,_
4329854,4329854,Fex + 4,1016.0,1,0,1498957177,_,_
4414384,4414384,Big Dongers,1016.0,1,0,1526574141,Standin,_
4483225,4483225,Los THE QuispeEZ,1016.0,1,0,1496603736,Quizpe♥,_
4484020,4484020,Double Dimension,1016.0,1,0,1496411536,DD,_
4507339,4507339,Chappie,1016.0,1,0,1548610439,Chappie,_
4593625,4593625,Mid OR Feed,1016.0,1,0,1569682488,Morf,_
4805794,4805794,Lazy Down,1016.0,1,0,1572725249,LD,_
4819394,4819394,Elegant Attack,1016.0,1,0,1549478215,EGA,_
4873952,4873952,Gen0cide,1016.0,1,0,1543495008,Gn0,_
4920049,4920049,MoobaTV Indonesia,1016.0,1,0,1565018014,Mooba,_
4988422,4988422,Katsu 10K,1016.0,1,0,1554372507,[10K],_
5004156,5004156,NewTeam321,1016.0,1,0,1503344954,NT321,_
5020378,5020378,BAKSO DAMAS 321,1016.0,1,0,1539942296,WTF.R,_
5036403,5036403,MCleizi,1016.0,1,0,1517030855,_,_
5042402,5042402,TEAM GALAXY,1016.0,1,0,1538643422,TGalaxy,_
5062963,5062963,Road To 3k,1016.0,1,0,1506798404,_,_
5085433,5085433,OGRIK,1016.0,1,0,1525511842,OGRiK,_
5092855,5092855,LittleSisters,1016.0,1,0,1539432408,LS,_
5094021,5094021,MAF,1016.0,1,0,1551040900,MAF,_
5097066,5097066,FINSTACK REBORN,1016.0,1,0,1520911198,FINSTACK,_
5100848,5100848,Not My Problem,1016.0,1,0,1525732406,NMP,_
5122792,5122792,Eximious eSports,1016.0,1,0,1511444428,Exi,_
5129776,5129776,EMPORIUM SUPERNOVA,1016.0,1,0,1531631221,eMp.SPNV,_
5131089,5131089,Team GodLike,1016.0,1,0,1517036561,GL,_
5149578,5149578,TeamMafeat,1016.0,1,0,1573299100,Mafeat,_
5159030,5159030,Anubis,1016.0,1,0,1549301815,_,_
5174853,5174853,Alcohol,1016.0,1,0,1547902103,Alcohol,_
5192005,5192005,DarlingXx,1016.0,1,0,1555756360,• 朝倉,_
5205064,5205064,MOMEA VISION,1016.0,1,0,1530270012,MV,_
5216426,5216426,Fish*5,1016.0,1,0,1517029108,Fish,_
5245605,5245605,Team Paling Tampan,1016.0,1,0,1548948640,_,_
5247187,5247187,Dinosaur Rostislav ,1016.0,1,0,1580759304,dmwesg2018,_
5254223,5254223,Wolf Gaming NK,1016.0,1,0,1553609542,NK,_
5255832,5255832,MoonLightShadow,1016.0,1,0,1547299253,MLS,_
5262111,5262111,FindZenyTeam,1016.0,1,0,1543151895,_,_
5268328,5268328,N1,1016.0,1,0,1520911538,N1,_
5406672,5406672,FIVE GAMING,1016.0,1,0,1559231413,5G,_
5489042,5489042,oTSOS gAMING,1016.0,1,0,1555172372,_,_
5639217,5639217,E U T ,1016.0,1,0,1548264796,_,_
5722422,5722422,Slepice,1016.0,1,0,1525802636,Slepice,_
5924295,5924295,Legendary Force,1016.0,1,0,1584273883,LF,_
5948653,5948653,Weaboplastic,1016.0,1,0,1530273850,WPC,_
5971773,5971773,PG.OldMan,1016.0,1,0,1531627156,PG,_
6075236,6075236,Energy Esport-S,1016.0,2,1,1538835487,Energy,_
6075452,6075452,CHOKESPORT,1016.0,1,0,1542374243,asd123,_
6120628,6120628,Minatozaki Sana,1016.0,1,0,1539186521,MS,_
6136502,6136502,raki v atake,1016.0,1,0,1558115632,rva,_
