,WR,player_id
0,0.5482625482625483,214853734
1,0.5592592592592592,92949094
2,0.649890590809628,79809603
3,0.4666666666666667,1056933213
4,0.5915492957746479,205517338
5,0.625,127530803
6,0.5988439306358382,122922461
7,0.5607321131447587,27178898
8,0.5764705882352941,132739889
9,0.5885714285714285,420930889
10,0.6235795454545454,118078153
11,0.5612676056338028,136575603
12,0.5450597176981542,117281554
13,0.5798217179902755,82327674
14,0.6006674082313682,152915953
15,0.5435684647302904,196493853
16,0.5839808726838015,137193239
17,0.6094955489614243,139937922
18,0.6122448979591837,138543123
19,0.6181299072091363,107803494
20,0.6355555555555555,143693439
21,0.5263157894736842,1058803328
22,0.5267857142857143,1058172608
23,0.5384615384615384,1058332010
24,0.5384615384615384,1058156584
25,0.5384615384615384,1058098132
26,0.5394736842105263,1047934201
27,0.5042016806722689,1048094284
28,0.5070422535211268,1021364524
29,0.49246231155778897,1026117539
30,0.5061728395061729,1025925850
31,0.6251682368775235,91730177
32,0.62426614481409,190826739
33,0.7259887005649718,164962869
34,0.6060100166944908,140288368
35,0.6032225579053374,92601861
36,0.5955056179775281,152455523
37,0.609925788497217,91064780
38,0.5671111111111111,250114507
39,0.5887669464170433,123051238
40,0.5652920962199313,89550641
41,0.6318407960199005,237325411
42,0.6767676767676768,301750126
43,0.6057298772169167,156328257
44,0.6332737030411449,389033587
45,0.6402439024390244,143278997
46,0.5931372549019608,471575591
47,0.5137931034482759,131788300
48,0.6594827586206896,372022646
49,0.6342756183745583,199133117
50,0.6440944881889764,237201026
51,0.5980784627702161,184950344
52,0.5497702909647779,94281932
53,0.6672727272727272,136829091
54,0.5981235340109461,132309493
55,0.5990867579908675,121404228
56,0.6334056399132321,81481903
57,0.6102150537634409,146711951
58,0.5397489539748954,86759987
59,0.6382978723404256,908792627
60,0.6509009009009009,193884241
61,0.4074074074074074,1042789259
62,0.463768115942029,1063917098
63,0.5533333333333333,101866704
64,0.42452830188679247,1055998509
65,0.4090909090909091,1069729658
66,0.6068928379106086,90882159
67,0.5900735294117647,148215639
68,0.5616161616161616,139822354
69,0.5653245686113394,186627166
70,0.6124432922877512,89598554
71,0.6024896265560166,94738847
72,0.6249336870026525,106863163
73,0.6513833992094862,94296097
74,0.611592879963487,101695162
75,0.600739371534196,134276083
76,0.4366812227074236,320252024
77,0.3977272727272727,374909566
78,0.5849056603773585,152122881
79,0.5185185185185185,150961567
80,0.44623655913978494,249835593
81,0.5415549597855228,208163435
82,0.5142857142857142,253897281
83,0.5,356343152
84,0.5780821917808219,296514230
85,0.5521472392638037,168798737
86,0.5873655913978495,129958758
87,0.5825179386823223,207829314
88,0.6239520958083832,113435203
89,0.5823559408465069,149486894
90,0.5605033881897387,182331313
91,0.422680412371134,1002939151
92,0.4338235294117647,920747052
93,0.48717948717948717,360231596
94,0.48717948717948717,171896373
95,0.4489795918367347,196546726
96,0.5540631296171927,111291593
97,0.3076923076923077,873500352
98,0.375,153741467
99,0.5,259597199
100,0.47593582887700536,288296340
101,0.8679245283018868,380250978
102,0.5034965034965035,165178538
103,0.5867446393762183,255219872
104,0.6151394422310758,119576842
105,0.6103896103896104,114645455
106,0.5764705882352941,108382060
107,0.609375,173978074
108,0.610062893081761,118134220
109,0.545662100456621,157475523
110,0.5853174603174603,111114687
111,0.6406829992576095,102644565
112,0.5724465558194775,394879200
113,0.6057791537667698,129585121
114,0.604524886877828,124936122
115,0.562585969738652,217386639
116,0.45585215605749485,293529846
117,0.4,1001672144
118,0.4148936170212766,179313961
119,0.5230769230769231,170299487
120,0.5652951699463328,128660724
121,0.4551083591331269,908221052
122,0.4564459930313589,244058707
123,0.46,377420354
124,0.45819397993311034,117106216
125,0.3902439024390244,1057451623
126,0.5,276941706
127,0.5,170639894
128,0.49572649572649574,152707258
129,0.5,381836070
130,0.5040650406504065,144862244
131,0.4921875,1026062046
132,0.4921875,1025744545
133,0.4921875,1025593488
134,0.4921875,1025553404
